name,position
hermione granger,183504
draco malfoy,183511
hermione granger,183526
harry potter,183539
hermione granger,183541
harry potter,183543
hermione granger,183561
draco malfoy,183598
hermione granger,183602
harry potter,183613
draco malfoy,183635
hermione granger,183659
harry potter,183663
hermione granger,183693
blaise zabini,183698
hermione granger,183732
blaise zabini,183762
blaise zabini,183784
blaise zabini,183801
draco malfoy,183825
harry potter,183834
blaise zabini,183842
hermione granger,183863
blaise zabini,183867
draco malfoy,183882
harry potter,183884
blaise zabini,183899
hermione granger,183971
draco malfoy,183994
harry potter,184004
theodore nott,184008
harry potter,184015
draco malfoy,184017
draco malfoy,184029
hermione granger,184041
blaise zabini,184055
hermione granger,184145
hermione granger,184222
hermione granger,184308
draco malfoy,184317
harry potter,184324
hermione granger,184342
blaise zabini,184354
draco malfoy,184365
harry potter,184367
hermione granger,184398
harry potter,184430
blaise zabini,184436
harry potter,184501
bellatrix black,184527
harry potter,184544
harry potter,184581
harry potter,184596
harry potter,184628
neville longbottom,184643
bellatrix black,184674
harry potter,184700
harry potter,184723
neville longbottom,184740
harry potter,184748
draco malfoy,184780
blaise zabini,184791
harry potter,184793
harry potter,184851
harry potter,184880
harry potter,184907
draco malfoy,184938
harry potter,184959
harry potter,184988
draco malfoy,185010
harry potter,185029
draco malfoy,185038
harry potter,185057
draco malfoy,185076
harry potter,185078
draco malfoy,185095
harry potter,185103
draco malfoy,185104
harry potter,185136
hermione granger,185223
draco malfoy,185228
harry potter,185257
draco malfoy,185422
harry potter,185446
draco malfoy,185479
harry potter,185482
harry potter,185525
draco malfoy,185614
harry potter,185617
draco malfoy,185621
harry potter,185669
harry potter,185694
draco malfoy,185710
draco malfoy,185722
draco malfoy,185738
harry potter,185747
harry potter,185789
harry potter,185918
harry potter,185936
harry potter,185948
harry potter,186017
draco malfoy,186076
draco malfoy,186080
draco malfoy,186107
harry potter,186112
harry potter,186133
draco malfoy,186142
draco malfoy,186270
draco malfoy,186344
draco malfoy,186369
harry potter,186377
draco malfoy,186393
draco malfoy,186401
harry potter,186403
draco malfoy,186434
harry potter,186441
hermione granger,186482
hermione granger,186550
hermione granger,186598
hermione granger,186692
albus dumbledore,186694
albus dumbledore,186698
draco malfoy,186758
draco malfoy,186819
draco malfoy,187128
draco malfoy,187186
harry potter,187235
draco malfoy,187258
harry potter,187264
draco malfoy,187290
draco malfoy,187326
draco malfoy,187334
draco malfoy,187383
draco malfoy,187465
harry potter,187486
draco malfoy,187501
draco malfoy,187508
harry potter,187521
harry potter,187583
harry potter,187612
blaise zabini,187682
parvati patil,187699
hermione granger,187741
blaise zabini,187780
susan bones,187833
ron weasley,187876
hermione granger,187881
hannah abbott,187974
neville longbottom,188016
neville longbottom,188028
daphne greengrass,188040
blaise zabini,188052
neville longbottom,188068
hermione granger,188075
hermione granger,188084
harry potter,188115
draco malfoy,188117
blaise zabini,188123
blaise zabini,188152
neville longbottom,188200
daphne greengrass,188210
neville longbottom,188233
harry potter,188250
susan bones,188259
neville longbottom,188265
hermione granger,188276
blaise zabini,188281
ron weasley,188312
parvati patil,188313
hannah abbott,188318
parvati patil,188319
daphne greengrass,188325
hermione granger,188418
neville longbottom,188441
neville longbottom,188564
neville longbottom,188621
minerva mcgonagall,188720
harry potter,188769
hermione granger,188867
blaise zabini,188873
susan bones,188931
blaise zabini,188961
hermione granger,188994
daphne greengrass,189020
neville longbottom,189032
ron weasley,189051
neville longbottom,189058
neville longbottom,189062
ron weasley,189094
neville longbottom,189110
bellatrix black,189176
neville longbottom,189252
harry potter,189279
neville longbottom,189298
ron weasley,189301
neville longbottom,189325
neville longbottom,189336
harry potter,189344
hermione granger,189349
draco malfoy,189352
harry potter,189355
hermione granger,189366
harry potter,189367
harry potter,189408
draco malfoy,189424
hermione granger,189430
harry potter,189438
harry potter,189471
hermione granger,189561
harry potter,189593
draco malfoy,189597
harry potter,189673
hermione granger,189740
draco malfoy,189742
harry potter,189762
hermione granger,189816
draco malfoy,189818
harry potter,189825
harry potter,189928
draco malfoy,189936
harry potter,189985
harry potter,189998
harry potter,190015
hermione granger,190053
draco malfoy,190056
harry potter,190059
draco malfoy,190141
draco malfoy,190164
draco malfoy,190223
draco malfoy,190261
draco malfoy,190289
draco malfoy,190310
draco malfoy,190326
harry potter,190401
draco malfoy,190436
padma patil,190485
draco malfoy,190495
padma patil,190496
hermione granger,190510
harry potter,190513
padma patil,190523
draco malfoy,190540
draco malfoy,190572
blaise zabini,190602
blaise zabini,190624
draco malfoy,190625
blaise zabini,190628
draco malfoy,190631
blaise zabini,190633
draco malfoy,190654
hermione granger,190658
draco malfoy,190765
draco malfoy,190803
draco malfoy,190851
draco malfoy,190860
draco malfoy,190884
harry potter,190897
draco malfoy,190905
draco malfoy,190951
padma patil,190963
draco malfoy,190991
blaise zabini,190993
parvati patil,191020
padma patil,191035
parvati patil,191038
blaise zabini,191055
padma patil,191077
blaise zabini,191092
draco malfoy,191097
harry potter,191103
hermione granger,191160
draco malfoy,191163
harry potter,191166
draco malfoy,191180
harry potter,191198
neville longbottom,191224
draco malfoy,191232
harry potter,191234
draco malfoy,191255
harry potter,191287
draco malfoy,191292
draco malfoy,191324
padma patil,191326
blaise zabini,191328
draco malfoy,191330
padma patil,191337
neville longbottom,191343
draco malfoy,191352
draco malfoy,191362
draco malfoy,191375
padma patil,191377
draco malfoy,191391
harry potter,191402
draco malfoy,191415
blaise zabini,191416
blaise zabini,191431
hermione granger,191442
blaise zabini,191452
blaise zabini,191486
draco malfoy,191497
draco malfoy,191536
padma patil,191562
hermione granger,191566
draco malfoy,191569
harry potter,191572
harry potter,191574
harry potter,191608
blaise zabini,191661
padma patil,191665
parvati patil,191671
blaise zabini,191696
harry potter,191704
blaise zabini,191720
harry potter,191749
blaise zabini,191759
hermione granger,191772
draco malfoy,191775
harry potter,191778
harry potter,191781
parvati patil,191799
blaise zabini,191871
parvati patil,191883
blaise zabini,191886
parvati patil,191911
blaise zabini,191936
parvati patil,191957
draco malfoy,191965
hermione granger,191971
blaise zabini,191975
draco malfoy,191989
harry potter,191996
blaise zabini,192006
parvati patil,192007
parvati patil,192083
blaise zabini,192089
parvati patil,192090
hermione granger,192130
draco malfoy,192133
harry potter,192136
blaise zabini,192141
blaise zabini,192176
blaise zabini,192238
minerva mcgonagall,192282
albus dumbledore,192284
minerva mcgonagall,192349
minerva mcgonagall,192400
albus dumbledore,192418
blaise zabini,192465
hermione granger,192549
hermione granger,192562
draco malfoy,192563
harry potter,192580
draco malfoy,192596
draco malfoy,192666
hermione granger,192690
draco malfoy,192693
harry potter,192706
draco malfoy,192708
draco malfoy,192848
hermione granger,192851
draco malfoy,192858
hermione granger,192864
draco malfoy,192877
hermione granger,192882
draco malfoy,192890
harry potter,192923
draco malfoy,192940
draco malfoy,192959
hermione granger,192961
harry potter,192980
draco malfoy,193044
hermione granger,193046
harry potter,193106
harry potter,193107
hermione granger,193112
draco malfoy,193115
draco malfoy,193121
harry potter,193132
draco malfoy,193152
draco malfoy,193172
harry potter,193195
harry potter,193218
hermione granger,193281
draco malfoy,193290
lucius malfoy,193293
draco malfoy,193303
harry potter,193312
harry potter,193318
draco malfoy,193326
blaise zabini,193329
lucius malfoy,193335
harry potter,193344
hermione granger,193346
draco malfoy,193359
harry potter,193380
draco malfoy,193389
draco malfoy,193418
draco malfoy,193426
harry potter,193434
draco malfoy,193437
draco malfoy,193486
harry potter,193520
draco malfoy,193558
hermione granger,193563
harry potter,193604
harry potter,193643
harry potter,193644
harry potter,193715
albus dumbledore,193811
harry potter,194316
albus dumbledore,194331
lucius malfoy,194472
lucius malfoy,194497
lucius malfoy,194514
lucius malfoy,194537
draco malfoy,194551
lucius malfoy,194579
harry potter,194702
hermione granger,194712
harry potter,194830
albus dumbledore,194837
albus dumbledore,194852
albus dumbledore,194910
draco malfoy,195128
harry potter,195163
harry potter,195177
draco malfoy,195194
harry potter,195244
draco malfoy,195315
draco malfoy,195335
draco malfoy,195361
draco malfoy,195419
draco malfoy,195420
hermione granger,195463
blaise zabini,195473
draco malfoy,195484
draco malfoy,195486
draco malfoy,195492
draco malfoy,195525
hermione granger,195548
draco malfoy,195581
hermione granger,195585
hermione granger,195592
hermione granger,195703
hermione granger,195724
harry potter,195729
hermione granger,195746
draco malfoy,195836
harry potter,195837
harry potter,195852
bellatrix black,195895
harry potter,195909
harry potter,195922
draco malfoy,195925
harry potter,195959
harry potter,195975
harry potter,196132
harry potter,196169
harry potter,196214
albus dumbledore,196224
harry potter,196255
albus dumbledore,196260
harry potter,196388
harry potter,196440
harry potter,196615
harry potter,196669
draco malfoy,196713
albus dumbledore,196716
harry potter,196739
draco malfoy,196768
draco malfoy,196783
hermione granger,196788
harry potter,196806
draco malfoy,196845
albus dumbledore,196861
harry potter,196887
draco malfoy,196892
harry potter,196912
harry potter,196930
draco malfoy,197015
harry potter,197030
harry potter,197075
harry potter,197139
harry potter,197162
harry potter,197393
harry potter,197457
harry potter,197483
lucius malfoy,197528
lucius malfoy,197560
harry potter,197642
harry potter,197653
harry potter,197697
albus dumbledore,197705
albus dumbledore,197708
harry potter,197783
harry potter,197812
harry potter,197827
harry potter,197889
draco malfoy,197895
albus dumbledore,197939
harry potter,197942
blaise zabini,198003
blaise zabini,198024
blaise zabini,198103
blaise zabini,198173
blaise zabini,198178
albus dumbledore,198201
blaise zabini,198228
harry potter,198245
albus dumbledore,198252
harry potter,198282
blaise zabini,198310
albus dumbledore,198353
blaise zabini,198364
blaise zabini,198380
blaise zabini,198404
blaise zabini,198457
blaise zabini,198489
harry potter,198515
harry potter,198516
harry potter,198553
harry potter,198640
blaise zabini,198692
blaise zabini,198707
harry potter,198747
albus dumbledore,198755
blaise zabini,198757
harry potter,198811
harry potter,198877
albus dumbledore,198899
harry potter,198908
blaise zabini,198927
harry potter,198931
harry potter,198942
harry potter,198944
albus dumbledore,198995
blaise zabini,199000
albus dumbledore,199070
blaise zabini,199075
harry potter,199107
harry potter,199132
harry potter,199141
harry potter,199169
harry potter,199230
harry potter,199250
harry potter,199276
harry potter,199309
harry potter,199370
hermione granger,199471
harry potter,199504
blaise zabini,199567
blaise zabini,199569
blaise zabini,199602
bellatrix black,199618
bellatrix black,199644
bellatrix black,199648
blaise zabini,199681
bellatrix black,199706
blaise zabini,199738
albus dumbledore,199761
blaise zabini,199774
blaise zabini,199822
bellatrix black,199847
blaise zabini,199863
blaise zabini,199884
bellatrix black,199889
blaise zabini,199954
bellatrix black,199958
blaise zabini,200017
bellatrix black,200020
blaise zabini,200056
blaise zabini,200105
blaise zabini,200139
blaise zabini,200162
harry potter,200189
draco malfoy,200192
albus dumbledore,200210
blaise zabini,200230
blaise zabini,200307
blaise zabini,200341
hermione granger,200361
hermione granger,200372
hermione granger,200397
hermione granger,200450
minerva mcgonagall,200457
hermione granger,200485
hermione granger,200520
minerva mcgonagall,200550
harry potter,200560
hermione granger,200573
hermione granger,200624
minerva mcgonagall,200627
hermione granger,200651
minerva mcgonagall,200666
hermione granger,200670
harry potter,200682
hermione granger,200689
hermione granger,200717
hermione granger,200725
minerva mcgonagall,200728
hermione granger,200749
harry potter,200756
minerva mcgonagall,200770
hermione granger,200777
hermione granger,200806
minerva mcgonagall,200855
hermione granger,200866
hermione granger,200925
hermione granger,200959
minerva mcgonagall,200970
hermione granger,201008
minerva mcgonagall,201031
hermione granger,201047
harry potter,201067
draco malfoy,201082
hermione granger,201096
minerva mcgonagall,201114
minerva mcgonagall,201154
hermione granger,201189
draco malfoy,201219
draco malfoy,201239
draco malfoy,201265
draco malfoy,201302
hermione granger,201305
harry potter,201311
draco malfoy,201338
harry potter,201385
albus dumbledore,201392
draco malfoy,201410
hermione granger,201421
harry potter,201480
draco malfoy,201499
harry potter,201500
draco malfoy,201505
harry potter,201526
draco malfoy,201549
harry potter,201596
harry potter,201614
hermione granger,201676
harry potter,201735
harry potter,201822
harry potter,201862
harry potter,201889
harry potter,201933
harry potter,202033
harry potter,202055
harry potter,202109
bellatrix black,202128
harry potter,202173
petunia evansverres,202212
harry potter,202246
harry potter,202341
albus dumbledore,202355
harry potter,202363
harry potter,202394
harry potter,202416
harry potter,202443
harry potter,202466
harry potter,202490
harry potter,202514
harry potter,202659
harry potter,202797
harry potter,202848
harry potter,202866
harry potter,202894
harry potter,202909
harry potter,202934
harry potter,202946
harry potter,202959
harry potter,203012
harry potter,203093
harry potter,203162
hermione granger,203176
harry potter,203231
harry potter,203244
harry potter,203308
harry potter,203343
harry potter,203366
lily potter,203386
harry potter,203398
harry potter,203430
harry potter,203462
harry potter,203563
hermione granger,203622
harry potter,203628
petunia evansverres,203637
harry potter,203641
hermione granger,203674
harry potter,203713
harry potter,203741
harry potter,203761
harry potter,203786
harry potter,203911
hermione granger,203931
harry potter,203977
hermione granger,203996
hermione granger,204011
hermione granger,204141
petunia evansverres,204153
harry potter,204157
harry potter,204301
hermione granger,204319
harry potter,204335
hermione granger,204345
harry potter,204370
hermione granger,204402
hermione granger,204468
petunia evansverres,204495
hermione granger,204523
harry potter,204527
hermione granger,204539
hermione granger,204543
hermione granger,204641
harry potter,204674
minerva mcgonagall,204819
hermione granger,204832
hermione granger,204843
harry potter,204938
harry potter,204961
hermione granger,204968
harry potter,204980
hermione granger,204987
harry potter,205005
harry potter,205010
hermione granger,205025
harry potter,205052
hermione granger,205094
harry potter,205106
harry potter,205146
hermione granger,205179
hermione granger,205193
minerva mcgonagall,205195
hermione granger,205204
harry potter,205213
minerva mcgonagall,205228
hermione granger,205239
hermione granger,205255
hermione granger,205263
hermione granger,205285
harry potter,205295
hermione granger,205298
harry potter,205342
vernon dursley,205417
harry potter,205419
harry potter,205445
harry potter,205473
hermione granger,205495
hermione granger,205506
harry potter,205511
petunia evansverres,205523
hermione granger,205524
harry potter,205531
hermione granger,205543
harry potter,205547
harry potter,205556
hermione granger,205605
harry potter,205644
harry potter,205649
hermione granger,205691
harry potter,205695
hermione granger,205718
harry potter,205745
hermione granger,205803
hermione granger,205820
harry potter,205851
hermione granger,205858
hermione granger,205881
harry potter,205934
harry potter,205957
hermione granger,205966
hermione granger,205969
harry potter,205994
harry potter,205999
harry potter,206015
hermione granger,206055
harry potter,206067
hermione granger,206091
harry potter,206098
harry potter,206113
minerva mcgonagall,206115
filius flitwick,206118
harry potter,206178
harry potter,206197
harry potter,206204
harry potter,206205
hermione granger,206210
hermione granger,206277
harry potter,206291
harry potter,206295
harry potter,206361
harry potter,206368
harry potter,206453
harry potter,206466
bellatrix black,206517
harry potter,206523
harry potter,206555
harry potter,206573
harry potter,206623
harry potter,206686
harry potter,206699
harry potter,206713
harry potter,206732
harry potter,206761
harry potter,206793
harry potter,206858
harry potter,206861
harry potter,206880
harry potter,206905
harry potter,206939
harry potter,206953
bellatrix black,207011
harry potter,207037
harry potter,207070
harry potter,207136
harry potter,207181
harry potter,207225
harry potter,207300
harry potter,207348
harry potter,207359
harry potter,207394
harry potter,207407
harry potter,207490
harry potter,207518
harry potter,207534
harry potter,207543
harry potter,207587
harry potter,207612
harry potter,207675
draco malfoy,207712
harry potter,207725
harry potter,207740
harry potter,207744
bellatrix black,207775
peter pettigrew,207777
hermione granger,207838
bellatrix black,207841
draco malfoy,207849
harry potter,207861
harry potter,207996
harry potter,207999
harry potter,208008
draco malfoy,208028
harry potter,208082
harry potter,208159
harry potter,208175
harry potter,208191
lucius malfoy,208194
harry potter,208196
lucius malfoy,208223
bellatrix black,208247
harry potter,208317
harry potter,208356
harry potter,208389
albus dumbledore,208392
draco malfoy,208409
draco malfoy,208445
harry potter,208472
hermione granger,208481
harry potter,208520
draco malfoy,208528
draco malfoy,208549
harry potter,208570
harry potter,208579
harry potter,208661
lucius malfoy,208718
harry potter,208742
lucius malfoy,208758
harry potter,208778
draco malfoy,208794
lucius malfoy,208800
lucius malfoy,208814
harry potter,208829
lucius malfoy,208841
neville longbottom,208852
neville longbottom,208872
lucius malfoy,208873
draco malfoy,208877
harry potter,208891
lucius malfoy,208900
neville longbottom,208922
neville longbottom,208935
neville longbottom,208936
harry potter,208954
neville longbottom,208966
neville longbottom,208982
draco malfoy,208997
lucius malfoy,209020
neville longbottom,209040
lucius malfoy,209049
draco malfoy,209069
neville longbottom,209157
harry potter,209163
neville longbottom,209167
lucius malfoy,209188
harry potter,209197
harry potter,209207
harry potter,209212
draco malfoy,209226
lucius malfoy,209245
harry potter,209269
lucius malfoy,209276
harry potter,209308
lucius malfoy,209310
draco malfoy,209324
neville longbottom,209407
draco malfoy,209449
neville longbottom,209468
harry potter,209473
neville longbottom,209480
neville longbottom,209491
harry potter,209493
neville longbottom,209499
neville longbottom,209502
neville longbottom,209512
harry potter,209525
neville longbottom,209545
harry potter,209562
neville longbottom,209569
neville longbottom,209575
harry potter,209589
harry potter,209622
neville longbottom,209633
neville longbottom,209654
neville longbottom,209686
harry potter,209709
draco malfoy,209725
draco malfoy,209738
draco malfoy,209767
harry potter,209800
draco malfoy,209816
harry potter,209842
draco malfoy,209868
harry potter,209869
draco malfoy,209889
harry potter,210005
draco malfoy,210006
harry potter,210023
harry potter,210036
draco malfoy,210040
filius flitwick,210078
harry potter,210082
harry potter,210097
draco malfoy,210118
filius flitwick,210145
harry potter,210175
hermione granger,210184
albus dumbledore,210238
harry potter,210265
lucius malfoy,210299
harry potter,210303
harry potter,210318
harry potter,210374
lucius malfoy,210412
harry potter,210432
harry potter,210449
harry potter,210461
albus dumbledore,210483
draco malfoy,210496
bellatrix black,210520
draco malfoy,210547
harry potter,210558
harry potter,210563
harry potter,210574
harry potter,210589
harry potter,210606
albus dumbledore,210610
lucius malfoy,210617
blaise zabini,210631
blaise zabini,210640
blaise zabini,210652
harry potter,210683
albus dumbledore,210709
harry potter,210716
harry potter,210739
harry potter,210803
harry potter,210815
harry potter,210853
harry potter,210877
albus dumbledore,210887
harry potter,210890
albus dumbledore,210951
harry potter,211022
harry potter,211055
harry potter,211068
harry potter,211079
harry potter,211160
harry potter,211180
harry potter,211254
harry potter,211274
albus dumbledore,211277
amelia bones,211307
harry potter,211311
harry potter,211319
albus dumbledore,211348
harry potter,211422
harry potter,211456
harry potter,211491
albus dumbledore,211501
harry potter,211511
albus dumbledore,211520
harry potter,211541
harry potter,211553
harry potter,211607
lucius malfoy,211656
voldemort,211667
harry potter,211677
harry potter,211702
harry potter,211714
harry potter,211720
albus dumbledore,211771
harry potter,211855
harry potter,211890
harry potter,211915
albus dumbledore,211990
harry potter,212001
albus dumbledore,212098
albus dumbledore,212116
albus dumbledore,212136
filius flitwick,212153
harry potter,212176
harry potter,212242
harry potter,212256
harry potter,212298
harry potter,212308
harry potter,212347
albus dumbledore,212359
albus dumbledore,212394
harry potter,212397
harry potter,212431
harry potter,212438
harry potter,212448
voldemort,212513
harry potter,212523
harry potter,212535
albus dumbledore,212553
voldemort,212638
harry potter,212689
harry potter,212711
harry potter,212716
harry potter,212726
harry potter,212822
harry potter,212839
albus dumbledore,212924
harry potter,212938
harry potter,213053
harry potter,213120
harry potter,213159
harry potter,213167
harry potter,213215
harry potter,213270
harry potter,213300
albus dumbledore,213329
albus dumbledore,213366
harry potter,213381
harry potter,213385
harry potter,213408
albus dumbledore,213414
albus dumbledore,213431
minerva mcgonagall,213462
hermione granger,213472
draco malfoy,213489
harry potter,213530
harry potter,213610
harry potter,213623
albus dumbledore,213627
harry potter,213665
harry potter,213696
harry potter,213747
harry potter,213767
harry potter,213799
albus dumbledore,213823
harry potter,213828
harry potter,213893
harry potter,213945
harry potter,213962
harry potter,214083
harry potter,214090
harry potter,214266
harry potter,214267
albus dumbledore,214427
harry potter,214479
albus dumbledore,214503
harry potter,214571
harry potter,214591
harry potter,214694
harry potter,214704
harry potter,214724
harry potter,214760
harry potter,214768
harry potter,214899
harry potter,215075
albus dumbledore,215077
harry potter,215097
hermione granger,215124
minerva mcgonagall,215223
harry potter,215454
harry potter,215515
bellatrix black,215552
harry potter,215659
bellatrix black,215690
harry potter,215710
harry potter,215762
harry potter,215855
harry potter,215918
harry potter,215966
harry potter,215983
harry potter,215988
albus dumbledore,216063
harry potter,216066
harry potter,216067
harry potter,216089
albus dumbledore,216097
harry potter,216099
harry potter,216114
harry potter,216161
albus dumbledore,216184
harry potter,216193
harry potter,216229
voldemort,216232
harry potter,216251
minerva mcgonagall,216263
harry potter,216296
harry potter,216337
harry potter,216400
albus dumbledore,216481
albus dumbledore,216485
harry potter,216492
harry potter,216499
harry potter,216527
harry potter,216560
voldemort,216571
bellatrix black,216617
harry potter,216696
harry potter,216741
harry potter,216797
harry potter,216806
harry potter,216855
voldemort,216899
harry potter,216932
harry potter,216954
harry potter,216969
harry potter,217208
harry potter,217253
albus dumbledore,217367
harry potter,217427
draco malfoy,217476
harry potter,217516
draco malfoy,217522
harry potter,217565
albus dumbledore,217567
neville longbottom,217613
harry potter,217635
harry potter,217647
harry potter,217793
voldemort,217796
harry potter,217893
harry potter,217998
harry potter,218056
harry potter,218119
harry potter,218128
harry potter,218143
harry potter,218147
harry potter,218184
harry potter,218224
draco malfoy,218316
harry potter,218325
harry potter,218330
harry potter,218342
draco malfoy,218358
albus dumbledore,218360
draco malfoy,218383
draco malfoy,218399
harry potter,218406
harry potter,218413
harry potter,218433
albus dumbledore,218446
draco malfoy,218448
lucius malfoy,218457
albus dumbledore,218462
draco malfoy,218485
harry potter,218489
harry potter,218501
harry potter,218586
harry potter,218600
harry potter,218607
harry potter,218693
harry potter,218719
harry potter,218759
harry potter,218891
albus dumbledore,218927
harry potter,218935
harry potter,218975
harry potter,218986
harry potter,219048
albus dumbledore,219173
harry potter,219206
harry potter,219207
harry potter,219217
harry potter,219261
harry potter,219276
harry potter,219294
harry potter,219306
harry potter,219309
albus dumbledore,219330
harry potter,219384
harry potter,219407
harry potter,219430
harry potter,219469
harry potter,219470
harry potter,219502
harry potter,219559
harry potter,219595
harry potter,219617
harry potter,219675
draco malfoy,219772
draco malfoy,219832
harry potter,219860
draco malfoy,219865
harry potter,219925
harry potter,219959
harry potter,220002
draco malfoy,220176
harry potter,220180
harry potter,220198
hermione granger,220212
harry potter,220320
ron weasley,220327
neville longbottom,220332
neville longbottom,220349
draco malfoy,220363
hermione granger,220365
padma patil,220367
harry potter,220371
draco malfoy,220385
harry potter,220392
padma patil,220416
hermione granger,220423
harry potter,220427
harry potter,220428
harry potter,220473
draco malfoy,220528
harry potter,220531
draco malfoy,220555
draco malfoy,220563
padma patil,220590
hermione granger,220592
harry potter,220608
hermione granger,220610
harry potter,220615
harry potter,220658
hermione granger,220663
harry potter,220697
hermione granger,220699
harry potter,220718
hermione granger,220721
padma patil,220744
draco malfoy,220753
hermione granger,220778
harry potter,220835
harry potter,220848
hermione granger,220854
draco malfoy,220915
hermione granger,220939
hermione granger,220951
hermione granger,220966
hermione granger,220975
draco malfoy,221047
hermione granger,221050
draco malfoy,221053
hermione granger,221056
hermione granger,221078
draco malfoy,221112
draco malfoy,221137
draco malfoy,221203
hermione granger,221240
draco malfoy,221245
draco malfoy,221250
draco malfoy,221350
hermione granger,221358
draco malfoy,221372
draco malfoy,221384
harry potter,221410
daphne greengrass,221438
hermione granger,221510
draco malfoy,221521
draco malfoy,221533
draco malfoy,221545
harry potter,221581
draco malfoy,221608
daphne greengrass,221643
daphne greengrass,221699
daphne greengrass,221706
draco malfoy,221723
draco malfoy,221755
daphne greengrass,221760
hermione granger,221773
hermione granger,221777
daphne greengrass,221803
draco malfoy,221808
hermione granger,221856
harry potter,221886
harry potter,221911
hermione granger,221914
hermione granger,221964
harry potter,221998
hermione granger,222030
daphne greengrass,222036
hermione granger,222066
hermione granger,222112
harry potter,222137
hermione granger,222151
harry potter,222153
harry potter,222171
harry potter,222249
draco malfoy,222269
harry potter,222271
hermione granger,222272
hermione granger,222305
draco malfoy,222369
harry potter,222372
draco malfoy,222394
harry potter,222398
draco malfoy,222408
harry potter,222419
draco malfoy,222434
draco malfoy,222456
harry potter,222479
draco malfoy,222550
harry potter,222553
draco malfoy,222567
harry potter,222648
hermione granger,222656
draco malfoy,222660
harry potter,222662
draco malfoy,222685
harry potter,222710
harry potter,222751
harry potter,222774
harry potter,222850
harry potter,222899
harry potter,222926
harry potter,222955
harry potter,222987
harry potter,222996
harry potter,223009
harry potter,223027
harry potter,223045
harry potter,223150
harry potter,223191
harry potter,223215
harry potter,223283
harry potter,223330
harry potter,223352
harry potter,223384
harry potter,223411
hermione granger,223469
harry potter,223480
hermione granger,223505
harry potter,223527
harry potter,223602
harry potter,223635
harry potter,223665
harry potter,223681
harry potter,223692
harry potter,223706
harry potter,223715
james potter,223721
petunia evansverres,223722
lily potter,223724
harry potter,223746
albus dumbledore,223747
harry potter,223772
albus dumbledore,223787
harry potter,223803
james potter,223849
lily potter,223877
harry potter,223897
harry potter,223922
harry potter,223941
harry potter,223968
james potter,223987
harry potter,224018
harry potter,224056
harry potter,224060
harry potter,224083
harry potter,224137
harry potter,224164
harry potter,224169
harry potter,224189
harry potter,224205
bellatrix black,224292
james potter,224295
bellatrix black,224299
harry potter,224327
bellatrix black,224334
peter pettigrew,224337
bellatrix black,224345
harry potter,224383
harry potter,224404
peter pettigrew,224440
harry potter,224469
harry potter,224489
peter pettigrew,224505
harry potter,224536
peter pettigrew,224539
peter pettigrew,224553
peter pettigrew,224583
harry potter,224587
james potter,224603
peter pettigrew,224615
peter pettigrew,224625
harry potter,224659
peter pettigrew,224675
james potter,224678
lily potter,224680
peter pettigrew,224730
harry potter,224748
peter pettigrew,224778
neville longbottom,224787
harry potter,224807
harry potter,224821
bellatrix black,224828
peter pettigrew,224834
harry potter,224836
peter pettigrew,224846
peter pettigrew,224858
bellatrix black,224861
harry potter,224895
peter pettigrew,224910
harry potter,224920
harry potter,224934
bellatrix black,224942
harry potter,224968
harry potter,224978
harry potter,225024
bellatrix black,225113
peter pettigrew,225115
harry potter,225284
harry potter,225434
harry potter,225455
harry potter,225492
harry potter,225503
harry potter,225528
harry potter,225538
harry potter,225564
harry potter,225609
harry potter,225634
harry potter,225660
harry potter,225690
harry potter,225725
harry potter,225744
harry potter,225796
harry potter,225802
daphne greengrass,225877
harry potter,225890
hermione granger,225917
harry potter,225948
hermione granger,225973
hermione granger,225995
harry potter,226057
hermione granger,226084
harry potter,226100
hermione granger,226123
harry potter,226190
harry potter,226289
harry potter,226336
harry potter,226362
hermione granger,226377
harry potter,226411
harry potter,226477
harry potter,226672
harry potter,226855
hermione granger,226862
harry potter,226898
harry potter,226902
harry potter,226903
harry potter,226912
fred weasley,226965
george weasley,226967
harry potter,226972
harry potter,227006
hermione granger,227009
harry potter,227030
hermione granger,227053
harry potter,227059
hermione granger,227066
harry potter,227072
harry potter,227103
hermione granger,227139
harry potter,227280
harry potter,227499
harry potter,227534
harry potter,227633
harry potter,227701
bellatrix black,227792
harry potter,227875
filius flitwick,227879
harry potter,227949
harry potter,227966
harry potter,227993
harry potter,228006
harry potter,228047
harry potter,228056
harry potter,228105
harry potter,228172
harry potter,228200
harry potter,228209
harry potter,228322
hermione granger,228327
harry potter,228354
albus dumbledore,228362
albus dumbledore,228386
albus dumbledore,228464
albus dumbledore,228513
hermione granger,228542
harry potter,228558
filius flitwick,228648
albus dumbledore,228649
hermione granger,228664
hermione granger,228762
hermione granger,228775
harry potter,228789
harry potter,228796
harry potter,228832
hermione granger,228838
hermione granger,228846
hermione granger,228864
harry potter,228877
hermione granger,228894
hermione granger,228928
susan bones,228929
hannah abbott,228933
daphne greengrass,228935
harry potter,228948
harry potter,228971
harry potter,229004
harry potter,229046
harry potter,229086
harry potter,229095
harry potter,229098
hermione granger,229131
harry potter,229149
harry potter,229154
harry potter,229164
hermione granger,229175
harry potter,229206
hermione granger,229212
filius flitwick,229229
harry potter,229232
filius flitwick,229247
harry potter,229281
hermione granger,229291
hermione granger,229299
hermione granger,229318
